"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Time"
"532","RUBUPED","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,25,"historical"
"533","SORBSCO","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,"historical"
"534","SORBSIT","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,"historical"
"535","SPIRLUC","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,0.100000001,"historical"
"536","TIARTRI","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,2,"historical"
"537","TSUGHET","tree","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,"historical"
"538","VACCMEM","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,1,"historical"
"539","VACCSCO","shrub","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,0,0,"historical"
"540","VALESIT","herb","NCBG_ESSFplots","00NCe95","jpstamp",2000,24,"Med-High",49.12585389,-120.8366702,1540,1,1,"historical"
"541","ABIEAMA","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"542","ABIELAS","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"543","AMELALN","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"544","ARNILAT","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"545","CHAMANG","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"546","CHIMUMB","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"547","CLINUNI","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,15,"historical"
"548","CORNCAN","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"549","GOODOBL","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"550","LONIUTA","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"551","LUPIARC","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"552","ORTHSEC","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"553","PAXIMYR","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"554","PICEENG","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,34,"historical"
"555","PINUCON","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"556","PSEUMEN","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,2,"historical"
"557","PYROASA","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,2,"historical"
"558","RHODALB","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"559","RIBEACE","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"560","RIBELAC","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,2,"historical"
"561","RUBUPAR","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"562","RUBUPED","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"563","SORBSCO","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"564","SORBSIT","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"565","SPIRLUC","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"566","TIARTRI","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,27,"historical"
"567","TSUGHET","tree","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,1,2,"historical"
"568","VACCMEM","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"569","VACCSCO","shrub","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"570","VALESIT","herb","BEC-Vancouver","35079","BEC-Vancouver",1979,3,"Med-High",49.18056106,-120.9610977,770,0,0,"historical"
"571","ABIEAMA","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"572","ABIELAS","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,14.200000003,"historical"
"573","AMELALN","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"574","ARNILAT","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"575","CHAMANG","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"576","CHIMUMB","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"577","CLINUNI","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,15,"historical"
"578","CORNCAN","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"579","GOODOBL","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"580","LONIUTA","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"581","LUPIARC","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"582","ORTHSEC","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"583","PAXIMYR","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,27,"historical"
"584","PICEENG","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,42,"historical"
"585","PINUCON","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,2,"historical"
"586","PSEUMEN","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"587","PYROASA","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"588","RHODALB","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"589","RIBEACE","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"590","RIBELAC","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"591","RUBUPAR","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"592","RUBUPED","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,15,"historical"
"593","SORBSCO","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,2,"historical"
"594","SORBSIT","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"595","SPIRLUC","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,2,"historical"
"596","TIARTRI","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"597","TSUGHET","tree","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,0.5,"historical"
"598","VACCMEM","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,42,"historical"
"599","VACCSCO","shrub","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,0,0,"historical"
"600","VALESIT","herb","BEC-Vancouver","35179","BEC-Vancouver",1979,3,"High",49.08110809,-120.8127975,1210,1,4,"historical"
"601","ABIEAMA","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"602","ABIELAS","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,6,"historical"
"603","AMELALN","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"604","ARNILAT","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"605","CHAMANG","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,0.5,"historical"
"606","CHIMUMB","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"607","CLINUNI","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,0.5,"historical"
"608","CORNCAN","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4,"historical"
"609","GOODOBL","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"610","LONIUTA","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4,"historical"
"611","LUPIARC","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"612","ORTHSEC","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"613","PAXIMYR","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,2,"historical"
"614","PICEENG","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,14,"historical"
"615","PINUCON","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4.5,"historical"
"616","PSEUMEN","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"617","PYROASA","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4,"historical"
"618","RHODALB","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"619","RIBEACE","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"620","RIBELAC","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4,"historical"
"621","RUBUPAR","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,15,"historical"
"622","RUBUPED","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,15,"historical"
"623","SORBSCO","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,0.5,"historical"
"624","SORBSIT","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"625","SPIRLUC","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,2,"historical"
"626","TIARTRI","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,8.200000003,"historical"
"627","TSUGHET","tree","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,2,"historical"
"628","VACCMEM","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,8,"historical"
"629","VACCSCO","shrub","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,0,0,"historical"
"630","VALESIT","herb","BEC-Vancouver","35379","BEC-Vancouver",1979,3,"Low",49.08889007,-120.8139038,1210,1,4,"historical"
"631","ABIEAMA","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.200000003,"historical"
"632","ABIELAS","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,9.899999976,"historical"
"633","AMELALN","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"634","ARNILAT","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,15,"historical"
"635","CHAMANG","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"636","CHIMUMB","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"637","CLINUNI","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,2,"historical"
"638","CORNCAN","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,4,"historical"
"639","GOODOBL","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.5,"historical"
"640","LONIUTA","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,8,"historical"
"641","LUPIARC","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"642","ORTHSEC","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.5,"historical"
"643","PAXIMYR","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"644","PICEENG","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,91.899999976,"historical"
"645","PINUCON","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,2.700000048,"historical"
"646","PSEUMEN","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"647","PYROASA","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.5,"historical"
"648","RHODALB","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"649","RIBEACE","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"650","RIBELAC","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,15,"historical"
"651","RUBUPAR","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,8,"historical"
"652","RUBUPED","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,4,"historical"
"653","SORBSCO","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"654","SORBSIT","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"655","SPIRLUC","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"656","TIARTRI","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,2,"historical"
"657","TSUGHET","tree","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"658","VACCMEM","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.5,"historical"
"659","VACCSCO","shrub","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,0,0,"historical"
"660","VALESIT","herb","BEC-Vancouver","MP 287","BEC-Vancouver",1976,0,"Med",49.11643981,-120.8702011,1250,1,0.200000003,"historical"
"661","ABIEAMA","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"662","ABIELAS","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,26.699999988,"historical"
"663","AMELALN","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"664","ARNILAT","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"665","CHAMANG","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"666","CHIMUMB","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"667","CLINUNI","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"668","CORNCAN","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,8,"historical"
"669","GOODOBL","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"670","LONIUTA","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,2,"historical"
"671","LUPIARC","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"672","ORTHSEC","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,2,"historical"
"673","PAXIMYR","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"674","PICEENG","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,83.100000024,"historical"
"675","PINUCON","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"676","PSEUMEN","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"677","PYROASA","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,0.5,"historical"
"678","RHODALB","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,0.5,"historical"
"679","RIBEACE","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"680","RIBELAC","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,27,"historical"
"681","RUBUPAR","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,4,"historical"
"682","RUBUPED","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,15,"historical"
"683","SORBSCO","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,0.5,"historical"
"684","SORBSIT","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"685","SPIRLUC","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"686","TIARTRI","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,8,"historical"
"687","TSUGHET","tree","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"688","VACCMEM","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,0.5,"historical"
"689","VACCSCO","shrub","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,0,0,"historical"
"690","VALESIT","herb","BEC-Vancouver","MP 288","BEC-Vancouver",1976,0,"Med",49.11574935,-120.8669968,1259,1,2,"historical"
"691","ABIEAMA","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"692","ABIELAS","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,10,"historical"
"693","AMELALN","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,8,"historical"
"694","ARNILAT","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"695","CHAMANG","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,0.200000003,"historical"
"696","CHIMUMB","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,2,"historical"
"697","CLINUNI","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"698","CORNCAN","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"699","GOODOBL","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,0.5,"historical"
"700","LONIUTA","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,4,"historical"
"701","LUPIARC","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"702","ORTHSEC","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,4,"historical"
"703","PAXIMYR","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,27,"historical"
"704","PICEENG","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"705","PINUCON","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,0.699999988,"historical"
"706","PSEUMEN","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,68.699999809,"historical"
"707","PYROASA","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"708","RHODALB","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"709","RIBEACE","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"710","RIBELAC","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"711","RUBUPAR","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,2,"historical"
"712","RUBUPED","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"713","SORBSCO","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,0.5,"historical"
"714","SORBSIT","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"715","SPIRLUC","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,1,8,"historical"
"716","TIARTRI","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"717","TSUGHET","tree","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"718","VACCMEM","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"719","VACCSCO","shrub","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"720","VALESIT","herb","BEC-Vancouver","MP 291","BEC-Vancouver",1976,0,"Med-High",49.03950881,-120.8720016,1308,0,0,"historical"
"721","ABIEAMA","tree","BEC-Vancouver","MP 294","BEC-Vancouver",1976,0,"High",49.11808013,-120.8660965,1402,0,0,"historical"
"722","ABIELAS","tree","BEC-Vancouver","MP 294","BEC-Vancouver",1976,0,"High",49.11808013,-120.8660965,1402,1,5.599999979,"historical"
"723","AMELALN","shrub","BEC-Vancouver","MP 294","BEC-Vancouver",1976,0,"High",49.11808013,-120.8660965,1402,1,4,"historical"
